Time,Lat,Long,SST,SSTa,SS,SSa,Depth
2012-07-12 00:00:00.0000000,2,-78.85,27.3557,1.66536563,31.9671,-1.02889688,43
2012-07-12 00:00:00.0000000,2,-78.85,27.3388,2.13356875,31.9929,-1.12479063,44
2012-07-12 00:00:00.0000000,2,-78.85,27.2704,3.01159535,32.0373,-1.34470465,45
2012-07-12 00:00:00.0000000,2,-78.85,27.1659,3.08954375,32.0668,-1.32543438,46
2012-07-12 00:00:00.0000000,2,-78.85,27.0611,3.44894688,32.0787,-1.45277188,47
2012-07-12 00:00:00.0000000,2,-78.85,24.5688,1.53350938,33.0028,-0.69905938,48
2012-07-12 00:00:00.0000000,2,-78.85,20.7559,-1.69551613,33.7903,-0.07262258,49
2012-07-12 00:00:00.0000000,2,-78.85,19.7322,-1.90603182,34.1641,0.10929773,50
2012-07-12 00:00:00.0000000,2,-78.85,19.0022,-2.23235,34.312,0.22900313,51
2012-07-12 00:00:00.0000000,2,-78.85,18.6052,-1.97234063,34.4271,0.17123125,52
2012-07-12 00:00:00.0000000,2,-78.85,18.4719,-1.41964375,34.4418,0.06365313,53
2012-07-12 00:00:00.0000000,2,-78.85,18.4413,-0.97729063,34.4456,-0.03035938,54
2012-08-13 00:00:00.0000000,2,-78.85,16.8926,-0.24323864,34.4636,-0.1452,57
2012-08-13 00:00:00.0000000,2,-78.85,16.8358,-0.25431861,34.4542,-0.1724,58
2012-08-13 00:00:00.0000000,2,-78.85,16.8287,-0.22027674,34.4516,-0.18115116,59
2012-08-13 00:00:00.0000000,2,-78.85,16.8138,-0.08374375,34.4444,-0.05262083,60
2012-08-13 00:00:00.0000000,2,-78.85,16.7718,-0.22343721,34.4429,-0.19453721,61
2012-08-13 00:00:00.0000000,2,-78.85,16.7217,-0.25191628,34.4426,-0.19690465,62
2012-08-13 00:00:00.0000000,2,-78.85,16.6846,-0.26984524,34.4424,-0.19071429,63
2012-08-13 00:00:00.0000000,2,-78.85,16.6613,-0.24183095,34.4431,-0.18654762,64
2012-08-13 00:00:00.0000000,2,-78.85,16.6474,-0.00800625,34.4434,0.09099167,65
2012-08-13 00:00:00.0000000,2,-78.85,16.6207,-0.07646667,34.4439,-0.21979524,66
2012-08-13 00:00:00.0000000,2,-78.85,16.5427,-0.08366667,34.4417,-0.25102143,67
2012-08-13 00:00:00.0000000,2,-78.85,16.5004,-0.08883571,34.4398,-0.26415,68
2012-08-13 00:00:00.0000000,2,-78.85,16.4791,-0.130465,34.4387,-0.255775,69
2012-08-13 00:00:00.0000000,2,-78.85,16.4109,-0.03832174,34.4319,0.09025,70
2012-08-13 00:00:00.0000000,2,-78.85,16.332,-0.25052308,34.4316,-0.25649487,71
2012-08-13 00:00:00.0000000,2,-78.85,16.3309,-0.25032632,34.4333,-0.24463421,72
2012-08-29 00:00:00.0000000,2,-78.85,26.9627,-0.23443939,31.831,-0.0350697,0
2012-08-29 00:00:00.0000000,2,-78.85,26.9465,-0.28086579,31.6533,-0.20098684,2
2012-08-29 00:00:00.0000000,2,-78.85,26.9699,-0.2448175,31.833,-0.116405,3
2012-08-29 00:00:00.0000000,2,-78.85,26.9789,-0.2398125,31.9245,-0.031395,4
2012-08-29 00:00:00.0000000,2,-78.85,26.9797,-0.29553214,31.9362,-0.06973571,5
2012-08-29 00:00:00.0000000,2,-78.85,26.9815,-0.30698636,31.9409,0.00071364,6
2012-08-29 00:00:00.0000000,2,-78.85,26.9811,-0.30222046,31.9445,-0.00010909,7
2012-08-29 00:00:00.0000000,2,-78.85,26.9821,-0.29523636,31.9476,-0.00013864,8
2012-08-29 00:00:00.0000000,2,-78.85,26.9818,-0.29084546,31.9481,-0.00435909,9
2012-08-29 00:00:00.0000000,2,-78.85,26.9812,-0.30818421,31.9499,-0.15145263,10
2012-08-29 00:00:00.0000000,2,-78.85,26.9811,-0.285975,31.9516,-0.00923864,11
2012-08-29 00:00:00.0000000,2,-78.85,26.9809,-0.28613409,31.9523,-0.01754318,12
2012-08-29 00:00:00.0000000,2,-78.85,26.9809,-0.286175,31.9536,-0.02336364,13
2012-08-29 00:00:00.0000000,2,-78.85,26.9813,-0.28622727,31.9552,-0.0287,14
2012-08-29 00:00:00.0000000,2,-78.85,26.9825,-0.26575179,31.9587,-0.32756429,15
2012-08-29 00:00:00.0000000,2,-78.85,26.983,-0.28466364,31.9619,-0.04160682,16
2012-08-29 00:00:00.0000000,2,-78.85,26.9832,-0.28288182,31.9724,-0.04095227,17
2012-08-29 00:00:00.0000000,2,-78.85,26.9827,-0.27796364,31.9717,-0.05176136,18
2012-08-29 00:00:00.0000000,2,-78.85,26.983,-0.2755,31.9723,-0.04477674,19
2012-08-29 00:00:00.0000000,2,-78.85,26.983,-0.28614737,31.9729,-0.36280877,20
2012-08-29 00:00:00.0000000,2,-78.85,26.9824,-0.26180682,31.9742,-0.06949773,21
2012-08-29 00:00:00.0000000,2,-78.85,26.9831,-0.25400227,31.9747,-0.07725,22
2012-08-29 00:00:00.0000000,2,-78.85,26.9836,-0.24499546,31.9764,-0.08478864,23
2012-08-29 00:00:00.0000000,2,-78.85,26.9865,-0.23091136,31.9799,-0.09048864,24
2012-08-29 00:00:00.0000000,2,-78.85,26.9877,-0.2160375,31.9905,-0.3941375,25
2012-08-29 00:00:00.0000000,2,-78.85,26.9871,-0.211175,31.9983,-0.08980455,26
2012-08-29 00:00:00.0000000,2,-78.85,26.9865,-0.20157273,31.9997,-0.10528636,27
2012-08-29 00:00:00.0000000,2,-78.85,26.9826,-0.19375,32.0079,-0.11571136,28
2012-08-29 00:00:00.0000000,2,-78.85,26.9781,-0.18014773,32.0155,-0.13491818,29
2012-08-29 00:00:00.0000000,2,-78.85,26.9588,-0.18445536,32.0398,-0.43380893,30
2012-08-29 00:00:00.0000000,2,-78.85,26.9517,-0.14319773,32.064,-0.13570227,31
2012-08-29 00:00:00.0000000,2,-78.85,26.9191,-0.12661591,32.0962,-0.13102955,32
2012-08-29 00:00:00.0000000,2,-78.85,26.7959,-0.18002727,32.186,-0.07417955,33
2012-08-29 00:00:00.0000000,2,-78.85,26.7005,-0.08797273,32.243,-0.09368864,34
2012-09-05 00:00:00.0000000,2,-78.85,27.1789,-0.047145,32.0511,-0.106345,30
2012-09-05 00:00:00.0000000,2,-78.85,27.1855,-0.07287778,32.0579,0.03548667,31
2012-09-05 00:00:00.0000000,2,-78.85,27.1879,-0.04448,32.0633,0.00425333,32
2012-09-05 00:00:00.0000000,2,-78.85,27.2059,0.00851667,32.0767,-0.03418333,33
2012-09-05 00:00:00.0000000,2,-78.85,27.2113,0.05633667,32.0903,-0.05876667,34
2012-09-05 00:00:00.0000000,2,-78.85,27.212,0.1565025,32.0953,-0.218535,35
2012-09-05 00:00:00.0000000,2,-78.85,27.2155,0.22525667,32.1166,-0.08603333,36
2012-09-05 00:00:00.0000000,2,-78.85,27.2103,0.39847333,32.1355,-0.13666333,37
2012-09-05 00:00:00.0000000,2,-78.85,27.2103,0.64151667,32.1472,-0.22503333,38
2012-09-05 00:00:00.0000000,2,-78.85,27.2077,0.83315333,32.162,-0.26849,39
2012-09-05 00:00:00.0000000,2,-78.85,27.206,1.280885,32.1666,-0.438585,40
2012-09-05 00:00:00.0000000,2,-78.85,27.2074,1.56191333,32.1944,-0.31385667,41
2012-09-05 00:00:00.0000000,2,-78.85,27.2104,2.17268667,32.2057,-0.43227667,42
2012-09-05 00:00:00.0000000,2,-78.85,26.8553,2.53587333,32.3175,-0.50135333,43
2012-09-05 00:00:00.0000000,2,-78.85,25.4799,2.03557,32.7106,-0.28644333,44
2012-09-05 00:00:00.0000000,2,-78.85,21.8692,-0.2151825,33.9926,0.580445,45
2012-09-05 00:00:00.0000000,2,-78.85,21.5601,0.34531333,33.2652,-0.29778667,46
2012-09-05 00:00:00.0000000,2,-78.85,17.3144,-2.75964,35.0972,1.21923333,47
2012-09-05 00:00:00.0000000,2,-78.85,16.7175,-2.52606,35.1364,0.94908667,48
2012-09-05 00:00:00.0000000,2,-78.85,16.4795,-2.25628333,35.1134,0.77386667,49
2012-09-05 00:00:00.0000000,2,-78.85,16.5045,-2.0953425,35.0676,0.7254625,50
2012-09-05 00:00:00.0000000,2,-78.85,16.31,-1.80721,35.0727,0.59868333,51
2012-09-05 00:00:00.0000000,2,-78.85,16.1693,-1.73805,35.0713,0.53853667,52
2012-09-05 00:00:00.0000000,2,-78.85,16.1858,-1.54118667,35.0628,0.48515667,53
2012-09-05 00:00:00.0000000,2,-78.85,16.1714,-1.33725333,35.053,0.4494,54
2012-09-05 00:00:00.0000000,2,-78.85,16.1762,-0.93632778,35.0506,0.38261111,55
2012-09-05 00:00:00.0000000,2,-78.85,16.1838,-0.74008276,35.0526,0.31741724,56
2012-09-05 00:00:00.0000000,2,-78.85,16.1751,-0.51162857,35.0507,0.28709286,57
2012-09-05 00:00:00.0000000,2,-78.85,16.1619,-0.256775,35.0491,0.21776071,58
2012-09-05 00:00:00.0000000,2,-78.85,16.1525,-0.12228929,35.0446,0.16348214,59
2012-09-05 00:00:00.0000000,2,-78.85,16.1509,0.04811177,35.0407,0.29623529,60
2012-09-05 00:00:00.0000000,2,-78.85,16.1101,-0.07279643,35.0413,0.15635,61
2012-09-05 00:00:00.0000000,2,-78.85,16.0778,-0.06305,35.0358,0.15585357,62
2012-09-05 00:00:00.0000000,2,-78.85,16.0551,-0.05153929,35.0329,0.14906071,63
2012-09-05 00:00:00.0000000,2,-78.85,16.0123,-0.05474286,35.0301,0.14215714,64
2012-09-05 00:00:00.0000000,2,-78.85,15.9941,0.09401613,35.0296,0.29433226,65
2012-09-05 00:00:00.0000000,2,-78.85,15.9653,0.11422857,35.0279,0.10978571,66
2012-09-05 00:00:00.0000000,2,-78.85,15.9584,0.17505357,35.0281,0.09668571,67
2012-09-05 00:00:00.0000000,2,-78.85,15.9524,0.24963571,35.0274,0.085125,68
2012-09-05 00:00:00.0000000,2,-78.85,15.9428,0.31410357,35.0262,0.05305714,69
2012-09-05 00:00:00.0000000,2,-78.85,15.9101,0.32902667,35.0236,0.21181,70
2012-09-05 00:00:00.0000000,2,-78.85,15.881,0.23815,35.0241,0.04476539,71
2012-09-05 00:00:00.0000000,2,-78.85,15.8236,0.21398846,35.0277,0.04804231,72
2012-09-05 00:00:00.0000000,2,-78.85,15.8026,0.21998462,35.0276,0.04717692,73
2012-09-05 00:00:00.0000000,2,-78.85,15.7516,0.18957692,35.0234,0.04241154,74
2012-09-05 00:00:00.0000000,2,-78.85,15.7265,0.226125,35.0215,0.30453214,75
2012-09-05 00:00:00.0000000,2,-78.85,15.6993,0.15279546,35.0194,0.03752273,76
2012-09-05 00:00:00.0000000,2,-78.85,15.6356,0.17506191,35.0236,0.04278095,77
2012-09-05 00:00:00.0000000,2,-78.85,15.5953,0.27808421,35.0128,0.03011579,78
2012-09-05 00:00:00.0000000,2,-78.85,15.5668,0.36179444,35.0201,0.03483889,79
2012-10-26 00:00:00.0000000,2,-78.85,15.1754,-0.40206344,35.0014,0.68412043,72
2012-10-26 00:00:00.0000000,2,-78.85,15.1607,-0.39072188,35.0007,0.66222188,73
2012-10-26 00:00:00.0000000,2,-78.85,15.1341,-0.44085667,34.9982,0.69947667,74
2012-10-26 00:00:00.0000000,2,-78.85,15.1213,-0.27134849,34.9954,1.09104394,75
2012-11-22 00:00:00.0000000,2,-78.85,27.3827,0.205536,30.2482,-0.552248,2
2012-11-22 00:00:00.0000000,2,-78.85,27.1336,-0.0094,30.975,0.58686296,3
2012-11-22 00:00:00.0000000,2,-78.85,27.1412,-0.00823333,30.9734,0.12565926,4
2012-11-22 00:00:00.0000000,2,-78.85,27.1343,0.14231707,30.9732,0.00049268,5
2012-11-22 00:00:00.0000000,2,-78.85,27.1222,-0.09824828,30.9728,0.06419655,6
2012-11-22 00:00:00.0000000,2,-78.85,27.117,-0.10322414,30.9725,0.04875172,7
2012-11-22 00:00:00.0000000,2,-78.85,27.1116,-0.11647931,30.9724,0.03482414,8
2012-11-22 00:00:00.0000000,2,-78.85,27.1023,-0.12975172,30.9721,0.01115862,9
2012-11-22 00:00:00.0000000,2,-78.85,27.0922,-0.0557025,30.9712,-0.06016,10
2012-11-22 00:00:00.0000000,2,-78.85,27.0867,-0.15181035,30.9707,-0.02061724,11
2012-11-22 00:00:00.0000000,2,-78.85,27.083,-0.1584069,30.9708,-0.04327241,12
2012-11-22 00:00:00.0000000,2,-78.85,27.0731,-0.169,30.9708,-0.07723448,13
2012-11-22 00:00:00.0000000,2,-78.85,27.0557,-0.18710714,30.9717,-0.08685,14
2012-11-22 00:00:00.0000000,2,-78.85,27.0398,-0.10857692,30.9763,-0.25031282,15
2012-11-22 00:00:00.0000000,2,-78.85,27.0275,-0.21174286,30.9822,-0.10808571,16
2012-11-22 00:00:00.0000000,2,-78.85,27.0179,-0.214725,30.9883,-0.11611429,17
2012-11-22 00:00:00.0000000,2,-78.85,27.0139,-0.21438214,30.9941,-0.11856786,18
2012-11-22 00:00:00.0000000,2,-78.85,27.0124,-0.21127857,30.9997,-0.12771071,19
2012-11-22 00:00:00.0000000,2,-78.85,27.0104,-0.11804615,31.0035,-0.47952564,20
2012-11-22 00:00:00.0000000,2,-78.85,27.0047,-0.211825,31.0124,-0.14897143,21
2012-11-22 00:00:00.0000000,2,-78.85,26.9987,-0.21391429,31.0364,-0.13939286,22
2012-11-22 00:00:00.0000000,2,-78.85,27.0035,-0.20211724,31.0999,-0.10245862,23
2012-11-22 00:00:00.0000000,2,-78.85,27.0039,-0.19699655,31.1928,-0.02896207,24
2012-11-22 00:00:00.0000000,2,-78.85,26.9925,-0.1214825,31.2644,-0.357445,25
2012-11-22 00:00:00.0000000,2,-78.85,26.9753,-0.21238966,31.3189,0.04426552,26
2012-11-22 00:00:00.0000000,2,-78.85,26.9614,-0.21811724,31.3528,0.05081379,27
2012-11-22 00:00:00.0000000,2,-78.85,26.9451,-0.22153793,31.3761,0.03668276,28
2012-11-22 00:00:00.0000000,2,-78.85,26.9205,-0.23885517,31.4049,0.03325862,29
2012-11-22 00:00:00.0000000,2,-78.85,26.8995,-0.11956,31.4287,-0.353165,30
2012-11-22 00:00:00.0000000,2,-78.85,26.8766,-0.23591724,31.4547,-0.01045517,31
2012-11-22 00:00:00.0000000,2,-78.85,26.8504,-0.21576207,31.4843,-0.03066207,32
2012-11-22 00:00:00.0000000,2,-78.85,26.824,-0.1921,31.5158,-0.04221379,33
2012-11-22 00:00:00.0000000,2,-78.85,26.8079,-0.11543448,31.5368,-0.07368966,34
2012-11-22 00:00:00.0000000,2,-78.85,26.795,0.20492,31.5547,-0.4449875,35
2012-11-22 00:00:00.0000000,2,-78.85,26.7791,0.57780345,31.5767,-0.29406897,36
2012-11-22 00:00:00.0000000,2,-78.85,26.7531,1.11208621,31.6022,-0.47000345,37
2012-11-22 00:00:00.0000000,2,-78.85,26.5532,1.51882414,31.6897,-0.61869655,38
2012-11-22 00:00:00.0000000,2,-78.85,24.5655,-0.00515862,32.3288,-0.16728966,39
2012-11-22 00:00:00.0000000,2,-78.85,20.8035,-3.5596025,33.4047,0.6255125,40
2012-11-22 00:00:00.0000000,2,-78.85,18.8311,-4.76891724,34.035,1.11886552,41
2012-11-22 00:00:00.0000000,2,-78.85,17.2383,-6.07883793,34.4841,1.45976552,42
2012-11-22 00:00:00.0000000,2,-78.85,16.2748,-6.81281379,34.7645,1.67577931,43
2012-11-22 00:00:00.0000000,2,-78.85,15.8347,-7.02483103,34.8825,1.72285862,44
2012-11-22 00:00:00.0000000,2,-78.85,15.6736,-6.7732225,34.9125,1.7892425,45
2012-11-22 00:00:00.0000000,2,-78.85,15.6198,-6.06372069,34.916,1.54137586,46
2012-11-22 00:00:00.0000000,2,-78.85,15.5425,-5.40869655,34.9326,1.34048276,47
2012-12-27 00:00:00.0000000,2,-78.85,14.5793,-2.05913077,34.9794,0.06316539,73
2012-12-27 00:00:00.0000000,2,-78.85,14.5561,-2.05568077,34.98,0.06321539,74
2012-12-27 00:00:00.0000000,2,-78.85,14.5316,-1.89563667,34.9815,0.54884667,75
2012-12-27 00:00:00.0000000,2,-78.85,14.5225,-2.005356,34.9831,0.05752,76
2012-12-27 00:00:00.0000000,2,-78.85,14.5208,-1.94051364,34.9825,0.05289546,77
2012-12-27 00:00:00.0000000,2,-78.85,14.5146,-2.04578333,34.9818,0.05955,78
2012-12-27 00:00:00.0000000,2,-78.85,14.4902,-2.03516111,34.9805,0.05665556,79
2012-12-27 00:00:00.0000000,2,-78.85,14.4854,-1.82888095,34.9804,0.71899524,80
2013-01-11 00:00:00.0000000,2,-78.85,26.7795,-0.34410909,25.2319,-4.35861364,0
2013-01-11 00:00:00.0000000,2,-78.85,26.887,-0.31746923,30.5051,0.64651539,2
2013-01-11 00:00:00.0000000,2,-78.85,26.8871,-0.30928667,30.3329,0.22427333,3
2013-01-11 00:00:00.0000000,2,-78.85,26.9674,-0.24866129,30.2901,0.07073548,4
2013-01-11 00:00:00.0000000,2,-78.85,26.9781,-0.11682046,30.2905,-0.72782727,5
2013-01-11 00:00:00.0000000,2,-78.85,26.9791,-0.17436364,30.291,-0.2188697,6
2013-01-11 00:00:00.0000000,2,-78.85,26.9836,-0.14176667,30.2913,-0.39550909,7
2013-01-11 00:00:00.0000000,2,-78.85,26.985,-0.02451515,30.2926,-0.55565455,8
2013-01-11 00:00:00.0000000,2,-78.85,26.9833,0.12624546,30.2915,-0.70336061,9
2013-01-11 00:00:00.0000000,2,-78.85,26.9809,0.28100698,30.2905,-1.26913721,10
2013-01-11 00:00:00.0000000,2,-78.85,26.981,0.33614546,30.2907,-0.9787,11
2013-01-11 00:00:00.0000000,2,-78.85,26.9804,0.45714063,30.2904,-1.07562656,12
2013-01-11 00:00:00.0000000,2,-78.85,26.9808,0.59045313,30.2904,-1.16911875,13
2013-01-11 00:00:00.0000000,2,-78.85,26.9785,0.71142813,30.289,-1.2521125,14
2013-01-11 00:00:00.0000000,2,-78.85,26.9782,0.7822881,30.2893,-1.73043571,15
2013-01-11 00:00:00.0000000,2,-78.85,26.9775,0.97076875,30.2888,-1.4266,16
2013-01-11 00:00:00.0000000,2,-78.85,26.9771,1.08733125,30.2886,-1.50603125,17
2013-01-11 00:00:00.0000000,2,-78.85,26.9776,1.22517188,30.2884,-1.57260625,18
2013-01-11 00:00:00.0000000,2,-78.85,26.9784,1.33312813,30.289,-1.6193125,19
2013-01-11 00:00:00.0000000,2,-78.85,26.9787,1.11470465,30.2892,-1.92789535,20
2013-01-11 00:00:00.0000000,2,-78.85,26.9941,1.5949875,30.3197,-1.69044063,21
2013-01-11 00:00:00.0000000,2,-78.85,27.0263,1.83430625,30.3386,-1.78545313,22
2013-01-11 00:00:00.0000000,2,-78.85,27.0305,1.99590313,30.3533,-1.85144063,23
2013-01-11 00:00:00.0000000,2,-78.85,27.0279,2.11795,30.3675,-1.8928375,24
2013-01-11 00:00:00.0000000,2,-78.85,27.0233,2.25924286,30.3881,-2.26092381,25
2013-01-11 00:00:00.0000000,2,-78.85,27.0226,2.64559063,30.4124,-2.0459125,26
2013-01-11 00:00:00.0000000,2,-78.85,26.9986,2.85669688,30.5062,-2.05443125,27
2013-01-11 00:00:00.0000000,2,-78.85,26.8047,2.93097813,30.7936,-1.87660313,28
2013-01-11 00:00:00.0000000,2,-78.85,26.0496,2.59791563,31.2768,-1.55953438,29
2013-01-11 00:00:00.0000000,2,-78.85,24.7453,1.76907857,32.1023,-1.17946905,30
2013-01-11 00:00:00.0000000,2,-78.85,23.4981,0.84081875,32.504,-0.666225,31
2013-01-11 00:00:00.0000000,2,-78.85,22.9639,0.79624688,32.8354,-0.50670938,32
2013-01-11 00:00:00.0000000,2,-78.85,22.4132,0.61286875,32.993,-0.46449063,33
2013-01-11 00:00:00.0000000,2,-78.85,21.4659,0.05015,33.2612,-0.29345313,34
2013-01-11 00:00:00.0000000,2,-78.85,20.969,0.23370714,33.3768,-0.44244048,35
2013-01-11 00:00:00.0000000,2,-78.85,20.5519,0.220575,33.475,-0.28924063,36
2013-01-11 00:00:00.0000000,2,-78.85,20.1382,0.48756875,33.6342,-0.3079875,37
2013-01-11 00:00:00.0000000,2,-78.85,18.0873,-0.899775,34.2267,0.04923125,38
2013-01-11 00:00:00.0000000,2,-78.85,16.6879,-1.90345938,34.8219,0.5057125,39
2013-01-11 00:00:00.0000000,2,-78.85,16.4114,-2.11961667,34.8847,0.57007619,40
2013-01-11 00:00:00.0000000,2,-78.85,16.3544,-1.66914375,34.9068,0.45513125,41
2013-01-11 00:00:00.0000000,2,-78.85,16.3618,-1.461575,34.9111,0.411525,42
2013-02-13 00:00:00.0000000,2,-78.85,15.3916,-2.618825,34.99,0.51603269,40
2013-02-13 00:00:00.0000000,2,-78.85,15.3875,-2.32564211,34.9907,0.1943079,41
2013-02-13 00:00:00.0000000,2,-78.85,15.3771,-2.24200263,34.9904,0.16922368,42
2013-02-13 00:00:00.0000000,2,-78.85,15.3295,-2.20892105,34.9826,0.14807632,43
2013-02-13 00:00:00.0000000,2,-78.85,15.2994,-2.16379474,34.9793,0.13369211,44
2013-02-13 00:00:00.0000000,2,-78.85,15.2949,-2.274924,34.9792,0.442796,45
2013-02-13 00:00:00.0000000,2,-78.85,15.2907,-1.99713947,34.9777,0.09896842,46
2013-02-13 00:00:00.0000000,2,-78.85,15.2659,-1.94644211,34.975,0.08232895,47
2013-02-13 00:00:00.0000000,2,-78.85,15.2427,-1.90957105,34.9731,0.06814737,48
2013-02-13 00:00:00.0000000,2,-78.85,15.2165,-1.86875263,34.9723,0.05806579,49
2013-02-13 00:00:00.0000000,2,-78.85,15.1917,-2.089134,34.972,0.461632,50
2013-02-13 00:00:00.0000000,2,-78.85,15.175,-1.80546579,34.9716,0.05232895,51
2013-02-13 00:00:00.0000000,2,-78.85,15.1541,-1.73426487,34.9715,0.05043784,52
2013-02-13 00:00:00.0000000,2,-78.85,15.1222,-1.67988889,34.9715,0.05155556,53
2013-02-13 00:00:00.0000000,2,-78.85,15.0783,-1.67055556,34.972,0.04651111,54
2013-02-13 00:00:00.0000000,2,-78.85,14.9997,-1.61550698,34.9746,0.40481395,55
2013-02-13 00:00:00.0000000,2,-78.85,14.9649,-1.69439444,34.9759,0.04655556,56
2013-02-13 00:00:00.0000000,2,-78.85,14.9367,-1.70860882,34.9761,0.05536765,57
2013-02-13 00:00:00.0000000,2,-78.85,14.9233,-1.59793333,34.976,0.05138485,58
2013-02-13 00:00:00.0000000,2,-78.85,14.9134,-1.48342813,34.9765,0.05431875,59
2013-02-13 00:00:00.0000000,2,-78.85,14.9044,-1.34916667,34.9764,0.54999744,60
2013-02-13 00:00:00.0000000,2,-78.85,14.8942,-1.47763226,34.976,0.0481129,61
2013-02-13 00:00:00.0000000,2,-78.85,14.8778,-1.46230645,34.976,0.04609355,62
2013-02-13 00:00:00.0000000,2,-78.85,14.8622,-1.44536129,34.9765,0.04285161,63
2013-02-13 00:00:00.0000000,2,-78.85,14.8501,-1.42957097,34.9763,0.04081613,64
2013-02-13 00:00:00.0000000,2,-78.85,14.8375,-1.38695,34.9763,0.422275,65
2013-02-13 00:00:00.0000000,2,-78.85,14.8309,-1.40337742,34.9767,0.04202903,66
2013-02-13 00:00:00.0000000,2,-78.85,14.8263,-1.38704839,34.9766,0.03937419,67
2013-02-13 00:00:00.0000000,2,-78.85,14.8139,-1.38050323,34.9765,0.03956774,68
2013-02-13 00:00:00.0000000,2,-78.85,14.8058,-1.40346,34.9766,0.03911667,69
2013-02-13 00:00:00.0000000,2,-78.85,14.7705,-1.33841111,34.9756,0.43471111,70
2013-02-13 00:00:00.0000000,2,-78.85,14.7369,-1.48176552,34.9754,0.03526207,71
2013-02-13 00:00:00.0000000,2,-78.85,14.7157,-1.53018214,34.9752,0.03328929,72
2013-02-13 00:00:00.0000000,2,-78.85,14.6953,-1.59418846,34.9752,0.03118846,73
2013-02-13 00:00:00.0000000,2,-78.85,14.6784,-1.5799,34.9753,0.02885769,74
2013-02-13 00:00:00.0000000,2,-78.85,14.6676,-1.46337097,34.9753,0.48689677,75
2013-02-13 00:00:00.0000000,2,-78.85,14.6561,-1.54805,34.9757,0.02573462,76
2013-02-13 00:00:00.0000000,2,-78.85,14.6502,-1.4612087,34.9758,0.02666957,77
2013-02-13 00:00:00.0000000,2,-78.85,14.6312,-1.32446818,34.976,0.02370455,78
2013-02-13 00:00:00.0000000,2,-78.85,14.6042,-1.153255,34.9766,0.017955,79
2013-02-13 00:00:00.0000000,2,-78.85,14.5877,-1.0673913,34.977,0.69006522,80
2013-02-26 00:00:00.0000000,2,-78.85,27.8357,0.70273077,26.5971,-3.00520385,0
2013-02-26 00:00:00.0000000,2,-78.85,27.7311,0.79017931,31.0701,0.16001724,2
2013-02-26 00:00:00.0000000,2,-78.85,27.6854,0.76867714,31.4014,0.69312857,3
2013-02-26 00:00:00.0000000,2,-78.85,27.6817,0.95663056,31.4021,0.29638056,4
2013-02-26 00:00:00.0000000,2,-78.85,27.6772,0.93178113,31.4079,-0.15826981,5
2013-02-26 00:00:00.0000000,2,-78.85,27.6179,1.23558947,31.5667,-0.04877368,6
2013-02-26 00:00:00.0000000,2,-78.85,27.2081,1.11135263,32.2676,0.4051,7
2013-02-26 00:00:00.0000000,2,-78.85,27.0339,1.2100079,32.3787,0.28551316,8
2013-02-26 00:00:00.0000000,2,-78.85,27.019,1.44262368,32.4184,0.14304474,9
2013-03-12 00:00:00.0000000,2,-78.85,15.2865,-2.53521875,34.9444,0.21955625,45
2013-03-12 00:00:00.0000000,2,-78.85,15.2542,-2.1478,34.947,0.01287353,46
2013-03-12 00:00:00.0000000,2,-78.85,15.2369,-2.13118235,34.9483,0.00833235,47
2013-03-12 00:00:00.0000000,2,-78.85,15.1972,-2.13523824,34.951,0.01087647,48
2013-03-12 00:00:00.0000000,2,-78.85,15.1616,-2.12966471,34.9531,0.01743529,49
2013-03-12 00:00:00.0000000,2,-78.85,15.1368,-2.46077872,34.9538,0.26405106,50
2013-03-12 00:00:00.0000000,2,-78.85,15.1307,-2.09315882,34.954,0.01800294,51
2013-03-12 00:00:00.0000000,2,-78.85,15.1252,-2.04682647,34.9543,0.01386471,52
2013-03-12 00:00:00.0000000,2,-78.85,15.1219,-2.00087941,34.9545,0.00894412,53
2013-03-12 00:00:00.0000000,2,-78.85,15.1178,-1.96337941,34.9555,0.01142353,54
2013-03-12 00:00:00.0000000,2,-78.85,15.1114,-2.00160698,34.9567,0.16176512,55
2013-03-12 00:00:00.0000000,2,-78.85,15.1052,-1.91231471,34.9584,0.01246765,56
2013-03-12 00:00:00.0000000,2,-78.85,15.1029,-1.88051471,34.9593,0.01458235,57
2013-03-12 00:00:00.0000000,2,-78.85,15.0955,-1.84386765,34.9613,0.01868529,58
2013-03-12 00:00:00.0000000,2,-78.85,15.0901,-1.80344118,34.9632,0.01457059,59
2013-03-12 00:00:00.0000000,2,-78.85,15.0838,-1.86387046,34.9643,0.20242727,60
2013-03-12 00:00:00.0000000,2,-78.85,15.0776,-1.72445,34.966,0.01270294,61
2013-03-12 00:00:00.0000000,2,-78.85,15.0773,-1.69111177,34.9674,0.01816765,62
2013-03-12 00:00:00.0000000,2,-78.85,15.0767,-1.65193529,34.968,0.01882647,63
2013-03-12 00:00:00.0000000,2,-78.85,15.0724,-1.59222424,34.9682,0.01776061,64
2013-03-12 00:00:00.0000000,2,-78.85,15.0621,-1.67996829,34.9684,0.45013171,65
2013-03-12 00:00:00.0000000,2,-78.85,15.057,-1.5644,34.9699,0.01290645,66
2013-03-12 00:00:00.0000000,2,-78.85,15.0362,-1.53073226,34.9739,0.01634194,67
2013-03-12 00:00:00.0000000,2,-78.85,15.0133,-1.50855161,34.9755,0.01422903,68
