Time,SST,SS,Depth,Long,Lat
2020-06-16,27.575,32.1375,21.0,-78.85,2.0
2020-06-16,27.5622,32.224,22.0,-78.85,2.0
2020-06-16,27.5817,32.2392,23.0,-78.85,2.0
2020-06-16,27.5594,32.3998,24.0,-78.85,2.0
2020-06-16,27.5107,32.6025,25.0,-78.85,2.0
2020-06-16,27.4854,32.6651,26.0,-78.85,2.0
2020-06-16,27.4753,32.6885,27.0,-78.85,2.0
2020-06-16,27.4634,32.7075,28.0,-78.85,2.0
2020-06-16,27.475,32.704,29.0,-78.85,2.0
2020-06-16,27.4549,32.7179,30.0,-78.85,2.0
2020-06-16,27.4274,32.7474,31.0,-78.85,2.0
2020-06-16,27.3774,32.8197,32.0,-78.85,2.0
2020-06-16,27.2628,32.9084,33.0,-78.85,2.0
2020-06-16,27.2289,32.8308,34.0,-78.85,2.0
2020-06-16,26.899,32.9023,35.0,-78.85,2.0
2020-06-16,26.66,32.8878,36.0,-78.85,2.0
2020-06-16,26.1845,32.9493,37.0,-78.85,2.0
2020-06-16,25.794,32.987,38.0,-78.85,2.0
2020-06-16,25.4749,32.9902,39.0,-78.85,2.0
2020-06-16,25.0087,32.9548,40.0,-78.85,2.0
2020-06-16,24.3656,32.9994,41.0,-78.85,2.0
2020-06-16,23.718,33.072,42.0,-78.85,2.0
2020-06-16,21.7458,32.7439,43.0,-78.85,2.0
2020-06-16,18.2988,34.15,44.0,-78.85,2.0
2020-06-16,17.2119,34.7622,45.0,-78.85,2.0
2020-06-16,16.933,34.9191,46.0,-78.85,2.0
2020-06-16,16.923,34.9262,47.0,-78.85,2.0
2020-06-16,16.9251,34.9533,48.0,-78.85,2.0
2020-06-16,16.8964,34.9409,49.0,-78.85,2.0
2020-06-16,16.749,34.9719,50.0,-78.85,2.0
2020-06-16,16.6867,34.9674,51.0,-78.85,2.0
2020-06-16,16.6256,34.9807,52.0,-78.85,2.0
2020-06-16,16.5866,34.9868,53.0,-78.85,2.0
2020-06-16,16.5577,34.9866,54.0,-78.85,2.0
2020-06-16,16.5366,34.9854,55.0,-78.85,2.0
2020-06-16,16.4896,34.9647,56.0,-78.85,2.0
2020-06-16,16.3641,34.9444,57.0,-78.85,2.0
2020-06-16,16.1936,34.9372,58.0,-78.85,2.0
2020-06-16,16.0499,34.9521,59.0,-78.85,2.0
2020-06-16,15.9643,34.9759,60.0,-78.85,2.0
2020-06-16,15.8856,34.9825,61.0,-78.85,2.0
2020-06-16,15.8304,34.9953,62.0,-78.85,2.0
2020-06-16,15.7982,34.9928,63.0,-78.85,2.0
2020-06-16,15.7727,34.9949,64.0,-78.85,2.0
2020-06-16,15.7446,34.9981,65.0,-78.85,2.0
2020-06-16,15.7316,35.0,66.0,-78.85,2.0
2020-06-16,15.7175,35.0017,67.0,-78.85,2.0
2020-06-16,15.7098,35.0025,68.0,-78.85,2.0
2020-06-16,15.7023,35.0009,69.0,-78.85,2.0
2020-06-16,15.6957,35.0027,70.0,-78.85,2.0
2020-06-16,15.688,35.0013,71.0,-78.85,2.0
2020-06-16,15.6768,35.0019,72.0,-78.85,2.0
2020-06-16,15.6679,34.9992,73.0,-78.85,2.0
2020-06-16,15.6473,35.0,74.0,-78.85,2.0
2020-06-16,15.6476,34.9997,75.0,-78.85,2.0
2020-06-16,15.6499,34.9986,76.0,-78.85,2.0
2020-06-16,-99999.0,-99999.0,77.0,-78.85,2.0
2020-06-16,-99999.0,-99999.0,78.0,-78.85,2.0
2020-06-16,-99999.0,-99999.0,79.0,-78.85,2.0
2020-06-16,-99999.0,-99999.0,80.0,-78.85,2.0
2020-06-30,27.676,31.0612,1.0,-78.85,2.0
2020-06-30,27.6729,31.2955,2.0,-78.85,2.0
2020-06-30,27.6952,31.3032,3.0,-78.85,2.0
2020-06-30,27.7262,31.2811,4.0,-78.85,2.0
2020-06-30,27.7247,31.2716,5.0,-78.85,2.0
2020-06-30,27.7228,31.2696,6.0,-78.85,2.0
2020-06-30,27.7166,31.2761,7.0,-78.85,2.0
2020-06-30,27.713,31.2883,8.0,-78.85,2.0
2020-06-30,27.7232,31.287,9.0,-78.85,2.0
2020-06-30,27.7302,31.2861,10.0,-78.85,2.0
2020-06-30,27.7327,31.2838,11.0,-78.85,2.0
2020-06-30,27.7326,31.2846,12.0,-78.85,2.0
2020-06-30,27.7327,31.2854,13.0,-78.85,2.0
2020-06-30,27.7332,31.2867,14.0,-78.85,2.0
2020-06-30,27.7347,31.2978,15.0,-78.85,2.0
2020-06-30,27.7431,31.3262,16.0,-78.85,2.0
2020-06-30,27.7518,31.3195,17.0,-78.85,2.0
2020-06-30,27.7524,31.3193,18.0,-78.85,2.0
2020-06-30,27.7514,31.3176,19.0,-78.85,2.0
2020-06-30,27.7481,31.3168,20.0,-78.85,2.0
2020-06-30,27.7433,31.3127,21.0,-78.85,2.0
2020-06-30,27.7371,31.317,22.0,-78.85,2.0
2020-06-30,27.7238,31.3383,23.0,-78.85,2.0
2020-06-30,27.7111,31.3726,24.0,-78.85,2.0
2020-06-30,27.7054,31.4281,25.0,-78.85,2.0
2020-06-30,27.6781,31.542,26.0,-78.85,2.0
2020-06-30,27.6106,31.6845,27.0,-78.85,2.0
2020-06-30,27.55,31.8046,28.0,-78.85,2.0
2020-06-30,27.4965,31.9081,29.0,-78.85,2.0
2020-06-30,27.449,32.0235,30.0,-78.85,2.0
2020-06-30,27.3952,32.1511,31.0,-78.85,2.0
2020-06-30,27.3371,32.2869,32.0,-78.85,2.0
2020-06-30,27.2565,32.4729,33.0,-78.85,2.0
2020-06-30,26.9406,32.2343,34.0,-78.85,2.0
2020-06-30,25.1012,32.0065,35.0,-78.85,2.0
2020-06-30,22.3122,32.7365,36.0,-78.85,2.0
2020-06-30,20.2105,33.9088,37.0,-78.85,2.0
2020-06-30,19.4894,34.3584,38.0,-78.85,2.0
2020-06-30,19.2046,34.4407,39.0,-78.85,2.0
2020-06-30,18.8427,34.3755,40.0,-78.85,2.0
2020-06-30,18.2672,34.4373,41.0,-78.85,2.0
2020-06-30,17.5566,34.662,42.0,-78.85,2.0
2020-06-30,17.0305,34.9637,43.0,-78.85,2.0
2020-06-30,16.8447,35.0643,44.0,-78.85,2.0
2020-06-30,16.7627,35.0849,45.0,-78.85,2.0
2020-06-30,16.711,35.0838,46.0,-78.85,2.0
2020-06-30,16.6693,35.0752,47.0,-78.85,2.0
2020-06-30,16.6302,35.0815,48.0,-78.85,2.0
2020-06-30,16.6042,35.09,49.0,-78.85,2.0
2020-06-30,16.5875,35.0828,50.0,-78.85,2.0
2020-06-30,16.5682,35.0733,51.0,-78.85,2.0
2020-06-30,16.5423,35.0792,52.0,-78.85,2.0
2020-06-30,16.5267,35.0758,53.0,-78.85,2.0
2020-06-30,16.5145,35.0721,54.0,-78.85,2.0
2020-06-30,16.494,35.0656,55.0,-78.85,2.0
2020-06-30,16.4597,35.0749,56.0,-78.85,2.0
2020-06-30,16.4347,35.0785,57.0,-78.85,2.0
2020-06-30,16.415,35.0752,58.0,-78.85,2.0
2020-06-30,16.3936,35.0509,59.0,-78.85,2.0
2020-06-30,16.3432,35.0349,60.0,-78.85,2.0
2020-06-30,16.2987,35.0482,61.0,-78.85,2.0
2020-06-30,16.2723,35.0375,62.0,-78.85,2.0
2020-06-30,16.237,35.0233,63.0,-78.85,2.0
2020-06-30,16.2006,35.0132,64.0,-78.85,2.0
2020-06-30,16.1529,35.0038,65.0,-78.85,2.0
2020-06-30,16.1076,35.0082,66.0,-78.85,2.0
2020-06-30,16.074,35.0207,67.0,-78.85,2.0
2020-06-30,16.0537,35.0154,68.0,-78.85,2.0
2020-06-30,16.022,35.0173,69.0,-78.85,2.0
2020-06-30,15.9994,35.0343,70.0,-78.85,2.0
2020-06-30,15.9934,35.0434,71.0,-78.85,2.0
2020-06-30,15.9951,35.0457,72.0,-78.85,2.0
2020-06-30,15.9986,35.0425,73.0,-78.85,2.0
2020-06-30,16.0001,35.0417,74.0,-78.85,2.0
2020-06-30,16.0028,35.0421,75.0,-78.85,2.0
2020-06-30,16.0042,35.0331,76.0,-78.85,2.0
2020-06-30,15.9885,35.0199,77.0,-78.85,2.0
2020-06-30,15.9597,35.0221,78.0,-78.85,2.0
2020-06-30,15.9361,35.0225,79.0,-78.85,2.0
2020-06-30,15.9203,35.0264,80.0,-78.85,2.0
2020-07-15,27.2437,30.9754,1.0,-78.85,2.0
2020-07-15,27.2855,30.9478,2.0,-78.85,2.0
2020-07-15,27.2867,30.9608,3.0,-78.85,2.0
2020-07-15,27.264,30.967,4.0,-78.85,2.0
2020-07-15,27.2328,30.9938,5.0,-78.85,2.0
2020-07-15,27.1881,31.0368,6.0,-78.85,2.0
2020-07-15,27.3373,31.0028,7.0,-78.85,2.0
2020-07-15,27.3218,31.0253,8.0,-78.85,2.0
2020-07-15,27.3847,31.0308,9.0,-78.85,2.0
2020-07-15,27.385,31.0474,10.0,-78.85,2.0
2020-07-15,27.3954,31.0908,11.0,-78.85,2.0
2020-07-15,27.3606,31.1392,12.0,-78.85,2.0
2020-07-15,27.3842,31.1909,13.0,-78.85,2.0
2020-07-15,27.3919,31.1716,14.0,-78.85,2.0
2020-07-15,27.4271,31.3388,15.0,-78.85,2.0
2020-07-15,27.3972,31.4074,16.0,-78.85,2.0
2020-07-15,27.328,31.5884,17.0,-78.85,2.0
2020-07-15,27.2678,31.9015,18.0,-78.85,2.0
2020-07-15,27.2544,32.2391,19.0,-78.85,2.0
2020-07-15,27.2441,32.3158,20.0,-78.85,2.0
2020-07-15,27.2462,32.3357,21.0,-78.85,2.0
2020-07-15,27.2511,32.3728,22.0,-78.85,2.0
2020-07-15,27.2415,32.3823,23.0,-78.85,2.0
2020-07-15,27.207,32.4246,24.0,-78.85,2.0
2020-07-15,27.1191,32.5254,25.0,-78.85,2.0
2020-07-15,27.099,32.6443,26.0,-78.85,2.0
2020-07-15,27.0706,32.7361,27.0,-78.85,2.0
2020-07-15,27.037,32.755,28.0,-78.85,2.0
2020-07-15,27.01,32.7911,29.0,-78.85,2.0
2020-07-15,26.9784,32.8126,30.0,-78.85,2.0
2020-07-15,26.8909,32.8257,31.0,-78.85,2.0
2020-07-15,26.6747,32.8192,32.0,-78.85,2.0
2020-07-15,26.318,32.9263,33.0,-78.85,2.0
2020-07-15,26.2501,32.9493,34.0,-78.85,2.0
2020-07-15,26.1021,32.9365,35.0,-78.85,2.0
2020-07-15,25.8619,32.8661,36.0,-78.85,2.0
2020-07-15,25.4522,33.0406,37.0,-78.85,2.0
2020-07-15,24.7961,33.0404,38.0,-78.85,2.0
2020-07-15,23.9992,33.0845,39.0,-78.85,2.0
2020-07-15,22.6129,33.2524,40.0,-78.85,2.0
2020-07-15,19.6245,33.4928,41.0,-78.85,2.0
2020-07-15,16.388,34.849,42.0,-78.85,2.0
2020-07-15,16.2005,34.9435,43.0,-78.85,2.0
2020-07-15,16.1109,34.9728,44.0,-78.85,2.0
2020-07-15,16.0822,34.9765,45.0,-78.85,2.0
2020-07-15,16.056,34.9718,46.0,-78.85,2.0
2020-07-15,16.002,34.9715,47.0,-78.85,2.0
2020-07-15,15.9723,34.9786,48.0,-78.85,2.0
2020-07-15,15.9519,34.9781,49.0,-78.85,2.0
2020-07-15,15.9424,34.9752,50.0,-78.85,2.0
2020-07-15,15.8783,34.9635,51.0,-78.85,2.0
2020-07-15,15.8034,34.983,52.0,-78.85,2.0
2020-07-15,15.7864,34.9816,53.0,-78.85,2.0
2020-07-15,15.7771,34.9834,54.0,-78.85,2.0
2020-07-15,15.7733,34.9859,55.0,-78.85,2.0
2020-07-15,15.7695,34.9815,56.0,-78.85,2.0
2020-07-15,15.7436,34.9715,57.0,-78.85,2.0
2020-07-15,15.6819,34.9634,58.0,-78.85,2.0
2020-07-15,15.6242,34.9827,59.0,-78.85,2.0
2020-07-15,15.617,34.9795,60.0,-78.85,2.0
2020-07-15,15.5886,34.9786,61.0,-78.85,2.0
2020-07-15,15.571,34.9842,62.0,-78.85,2.0
2020-07-15,15.5458,34.9764,63.0,-78.85,2.0
2020-07-15,15.4775,34.9802,64.0,-78.85,2.0
2020-07-15,15.4541,34.9873,65.0,-78.85,2.0
2020-07-15,15.4483,34.9885,66.0,-78.85,2.0
2020-07-15,15.442,34.9873,67.0,-78.85,2.0
2020-07-15,15.436,34.9872,68.0,-78.85,2.0
2020-07-15,15.4313,34.9864,69.0,-78.85,2.0
2020-07-15,15.4184,34.9802,70.0,-78.85,2.0
2020-07-15,15.3861,34.9757,71.0,-78.85,2.0
2020-07-15,15.3489,34.9739,72.0,-78.85,2.0
2020-07-15,15.3042,34.9683,73.0,-78.85,2.0
2020-07-15,15.2571,34.9728,74.0,-78.85,2.0
2020-07-15,15.2196,34.9694,75.0,-78.85,2.0
2020-07-15,15.1825,34.9687,76.0,-78.85,2.0
2020-07-15,15.1493,34.9691,77.0,-78.85,2.0
2020-07-15,15.0917,34.9561,78.0,-78.85,2.0
2020-07-15,15.0425,34.9696,79.0,-78.85,2.0
2020-07-15,15.0324,34.968,80.0,-78.85,2.0
2020-07-30,26.7975,31.4987,1.0,-78.85,2.0
2020-07-30,26.7804,31.5169,2.0,-78.85,2.0
2020-07-30,26.7786,31.5011,3.0,-78.85,2.0
2020-07-30,26.7931,31.5533,4.0,-78.85,2.0
2020-07-30,26.7792,31.5369,5.0,-78.85,2.0
2020-07-30,26.7984,31.5534,6.0,-78.85,2.0
2020-07-30,26.7897,31.5998,7.0,-78.85,2.0
2020-07-30,26.8166,31.7018,8.0,-78.85,2.0
2020-07-30,26.8118,31.7148,9.0,-78.85,2.0
2020-07-30,26.7769,31.8427,10.0,-78.85,2.0
2020-07-30,26.7684,32.1203,11.0,-78.85,2.0
2020-07-30,26.8331,32.2504,12.0,-78.85,2.0
2020-07-30,26.851,32.4259,13.0,-78.85,2.0
2020-07-30,26.9037,32.4838,14.0,-78.85,2.0
2020-07-30,26.8908,32.4961,15.0,-78.85,2.0
2020-07-30,26.846,32.6263,16.0,-78.85,2.0
2020-07-30,26.8121,32.6944,17.0,-78.85,2.0
2020-07-30,26.7771,32.7776,18.0,-78.85,2.0
2020-07-30,26.7635,32.8674,19.0,-78.85,2.0
2020-07-30,26.741,32.9091,20.0,-78.85,2.0
2020-07-30,26.6978,32.9584,21.0,-78.85,2.0
2020-07-30,26.6882,33.0113,22.0,-78.85,2.0
2020-07-30,26.7036,33.02,23.0,-78.85,2.0
2020-07-30,26.705,33.022,24.0,-78.85,2.0
2020-07-30,26.6881,33.0246,25.0,-78.85,2.0
2020-07-30,26.6666,33.053,26.0,-78.85,2.0
2020-07-30,26.6588,33.0559,27.0,-78.85,2.0
2020-07-30,26.6515,33.0666,28.0,-78.85,2.0
2020-07-30,26.6558,33.0932,29.0,-78.85,2.0
2020-07-30,26.6685,33.1258,30.0,-78.85,2.0
2020-07-30,26.6778,33.1577,31.0,-78.85,2.0
2020-07-30,26.6391,33.1173,32.0,-78.85,2.0
2020-07-30,26.3606,33.066,33.0,-78.85,2.0
2020-07-30,25.7418,33.0949,34.0,-78.85,2.0
2020-07-30,24.9074,33.3092,35.0,-78.85,2.0
2020-07-30,24.1708,33.4799,36.0,-78.85,2.0
2020-07-30,23.587,33.6942,37.0,-78.85,2.0
2020-07-30,23.1007,33.4745,38.0,-78.85,2.0
2020-07-30,21.7824,33.3813,39.0,-78.85,2.0
2020-07-30,20.0625,33.5644,40.0,-78.85,2.0
2020-07-30,18.1201,34.0667,41.0,-78.85,2.0
2020-07-30,17.0299,34.7693,42.0,-78.85,2.0
2020-07-30,16.5418,34.9736,43.0,-78.85,2.0
2020-07-30,16.2668,35.0507,44.0,-78.85,2.0
2020-07-30,16.1067,35.1217,45.0,-78.85,2.0
2020-07-30,16.0194,35.1351,46.0,-78.85,2.0
2020-07-30,15.9654,35.1475,47.0,-78.85,2.0
2020-07-30,15.918,35.1149,48.0,-78.85,2.0
2020-07-30,15.8193,35.0422,49.0,-78.85,2.0
2020-07-30,15.7132,35.1121,50.0,-78.85,2.0
2020-07-30,15.6944,35.1151,51.0,-78.85,2.0
2020-07-30,15.6899,35.1083,52.0,-78.85,2.0
2020-07-30,15.6859,35.097,53.0,-78.85,2.0
2020-07-30,15.6832,35.0952,54.0,-78.85,2.0
2020-07-30,15.6788,35.089,55.0,-78.85,2.0
2020-07-30,15.6737,35.0804,56.0,-78.85,2.0
2020-07-30,15.67,35.0759,57.0,-78.85,2.0
2020-07-30,15.6665,35.069,58.0,-78.85,2.0
2020-07-30,15.664,35.0656,59.0,-78.85,2.0
2020-07-30,15.663,35.0563,60.0,-78.85,2.0
2020-07-30,15.6605,35.0562,61.0,-78.85,2.0
2020-07-30,15.6597,35.0525,62.0,-78.85,2.0
2020-07-30,15.6581,35.0508,63.0,-78.85,2.0
2020-07-30,15.656,35.0459,64.0,-78.85,2.0
2020-07-30,15.6551,35.0451,65.0,-78.85,2.0
2020-07-30,15.6525,35.04,66.0,-78.85,2.0
2020-07-30,15.6467,35.0339,67.0,-78.85,2.0
2020-07-30,15.6342,35.0304,68.0,-78.85,2.0
2020-07-30,15.6132,35.0219,69.0,-78.85,2.0
2020-07-30,15.5822,35.0236,70.0,-78.85,2.0
2020-07-30,15.5597,35.0379,71.0,-78.85,2.0
2020-07-30,15.55,35.0316,72.0,-78.85,2.0
2020-07-30,15.5426,35.0232,73.0,-78.85,2.0
2020-07-30,15.5327,35.0153,74.0,-78.85,2.0
2020-07-30,15.5147,35.0137,75.0,-78.85,2.0
2020-07-30,15.5032,35.0195,76.0,-78.85,2.0
2020-07-30,15.4949,35.0077,77.0,-78.85,2.0
2020-07-30,15.4767,35.0085,78.0,-78.85,2.0
2020-07-30,15.4602,35.0137,79.0,-78.85,2.0
2020-07-30,15.4709,35.0094,80.0,-78.85,2.0
2020-08-13,27.0733,32.1137,1.0,-78.85,2.0
2020-08-13,27.0988,32.1671,2.0,-78.85,2.0
2020-08-13,27.1048,32.161,3.0,-78.85,2.0
2020-08-13,27.099,32.1647,4.0,-78.85,2.0
2020-08-13,27.0958,32.1685,5.0,-78.85,2.0
2020-08-13,27.0946,32.0828,6.0,-78.85,2.0
2020-08-13,27.0758,32.1361,7.0,-78.85,2.0
2020-08-13,27.0841,32.2409,8.0,-78.85,2.0
2020-08-13,27.0987,32.2276,9.0,-78.85,2.0
2020-08-13,27.1065,32.231,10.0,-78.85,2.0
2020-08-13,27.1122,32.2294,11.0,-78.85,2.0
2020-08-13,27.1137,32.2351,12.0,-78.85,2.0
2020-08-13,27.1176,32.2335,13.0,-78.85,2.0
2020-08-13,27.118,32.2355,14.0,-78.85,2.0
2020-08-13,27.1184,32.2355,15.0,-78.85,2.0
2020-08-13,27.1203,32.2433,16.0,-78.85,2.0
2020-08-13,27.1263,32.2437,17.0,-78.85,2.0
2020-08-13,27.1294,32.2427,18.0,-78.85,2.0
2020-08-13,27.1312,32.2469,19.0,-78.85,2.0
2020-08-13,27.1346,32.2506,20.0,-78.85,2.0
2020-08-13,27.1366,32.2479,21.0,-78.85,2.0
2020-08-13,27.1377,32.2531,22.0,-78.85,2.0
2020-08-13,27.1397,32.254,23.0,-78.85,2.0
2020-08-13,27.1407,32.2547,24.0,-78.85,2.0
2020-08-13,27.1417,32.2577,25.0,-78.85,2.0
2020-08-13,27.1427,32.2631,26.0,-78.85,2.0
2020-08-13,27.1454,32.2668,27.0,-78.85,2.0
2020-08-13,27.1473,32.2696,28.0,-78.85,2.0
2020-08-13,27.1481,32.2739,29.0,-78.85,2.0
2020-08-13,27.1473,32.2825,30.0,-78.85,2.0
2020-08-13,27.1448,32.293,31.0,-78.85,2.0
2020-08-13,27.1404,32.3078,32.0,-78.85,2.0
2020-08-13,27.1274,32.3301,33.0,-78.85,2.0
2020-08-13,27.0733,32.2725,34.0,-78.85,2.0
2020-08-13,26.6859,32.2838,35.0,-78.85,2.0
2020-08-13,26.1976,32.492,36.0,-78.85,2.0
2020-08-13,25.0093,31.5478,37.0,-78.85,2.0
2020-08-13,21.4144,32.8299,38.0,-78.85,2.0
2020-08-13,19.1736,33.8371,39.0,-78.85,2.0
2020-08-13,17.5355,34.5458,40.0,-78.85,2.0
2020-08-13,16.8326,34.9377,41.0,-78.85,2.0
2020-08-13,16.5996,34.9589,42.0,-78.85,2.0
2020-08-13,16.3488,35.0518,43.0,-78.85,2.0
2020-08-13,16.2244,35.0909,44.0,-78.85,2.0
2020-08-13,16.1442,35.0988,45.0,-78.85,2.0
2020-08-13,16.0735,35.107,46.0,-78.85,2.0
2020-08-13,16.0061,35.0942,47.0,-78.85,2.0
2020-08-13,15.9394,35.0808,48.0,-78.85,2.0
2020-08-13,15.864,35.0799,49.0,-78.85,2.0
2020-08-13,15.7912,35.0852,50.0,-78.85,2.0
2020-08-13,15.7263,35.081,51.0,-78.85,2.0
2020-08-13,15.6794,35.0974,52.0,-78.85,2.0
2020-08-13,15.6496,35.1145,53.0,-78.85,2.0
2020-08-13,15.6356,35.1082,54.0,-78.85,2.0
2020-08-13,15.6146,35.1019,55.0,-78.85,2.0
2020-08-13,15.6045,35.1065,56.0,-78.85,2.0
2020-08-13,15.6008,35.0971,57.0,-78.85,2.0
2020-08-13,15.5961,35.0968,58.0,-78.85,2.0
2020-08-13,15.5885,35.0807,59.0,-78.85,2.0
2020-08-13,15.5668,35.0683,60.0,-78.85,2.0
2020-08-13,15.5402,35.069,61.0,-78.85,2.0
2020-08-13,15.5183,35.0588,62.0,-78.85,2.0
2020-08-13,15.5015,35.0661,63.0,-78.85,2.0
2020-08-13,15.4972,35.0728,64.0,-78.85,2.0
2020-08-13,15.4967,35.0709,65.0,-78.85,2.0
2020-08-13,15.4945,35.0725,66.0,-78.85,2.0
2020-08-13,15.4949,35.0614,67.0,-78.85,2.0
2020-08-13,15.4918,35.0507,68.0,-78.85,2.0
2020-08-13,15.4872,35.05,69.0,-78.85,2.0
2020-08-13,15.4834,35.0465,70.0,-78.85,2.0
2020-08-13,15.4714,35.0393,71.0,-78.85,2.0
2020-08-13,15.4519,35.0437,72.0,-78.85,2.0
2020-08-13,15.4421,35.0403,73.0,-78.85,2.0
2020-08-13,15.431,35.0377,74.0,-78.85,2.0
2020-08-13,15.4227,35.0329,75.0,-78.85,2.0
2020-08-13,15.4148,35.0348,76.0,-78.85,2.0
2020-08-13,15.4129,35.033,77.0,-78.85,2.0
2020-08-13,15.4097,35.0256,78.0,-78.85,2.0
2020-08-13,15.3972,35.0163,79.0,-78.85,2.0
2020-08-13,15.4195,35.0314,80.0,-78.85,2.0
2020-08-28,26.7545,31.2711,1.0,-78.85,2.0
2020-08-28,26.9531,31.1075,2.0,-78.85,2.0
2020-08-28,26.8194,31.1888,3.0,-78.85,2.0
2020-08-28,27.0667,31.1495,4.0,-78.85,2.0
2020-08-28,27.0747,31.1559,5.0,-78.85,2.0
2020-08-28,27.0856,31.2766,6.0,-78.85,2.0
2020-08-28,27.1421,31.3542,7.0,-78.85,2.0
2020-08-28,27.1617,31.3725,8.0,-78.85,2.0
2020-08-28,27.1361,31.4503,9.0,-78.85,2.0
2020-08-28,27.1161,31.5131,10.0,-78.85,2.0
2020-08-28,27.0911,31.5026,11.0,-78.85,2.0
2020-08-28,27.0472,31.5045,12.0,-78.85,2.0
2020-08-28,27.005,31.5377,13.0,-78.85,2.0
2020-08-28,26.9924,31.5623,14.0,-78.85,2.0
2020-08-28,26.9894,31.5775,15.0,-78.85,2.0
2020-08-28,26.989,31.6028,16.0,-78.85,2.0
2020-08-28,26.9926,31.7287,17.0,-78.85,2.0
2020-08-28,27.024,31.8726,18.0,-78.85,2.0
2020-08-28,27.0449,31.8793,19.0,-78.85,2.0
2020-08-28,27.0357,31.902,20.0,-78.85,2.0
2020-08-28,27.0205,31.9372,21.0,-78.85,2.0
2020-08-28,27.0138,31.9567,22.0,-78.85,2.0
2020-08-28,27.0082,31.9814,23.0,-78.85,2.0
2020-08-28,26.9972,32.0068,24.0,-78.85,2.0
2020-08-28,26.9798,32.0177,25.0,-78.85,2.0
2020-08-28,26.9713,32.0222,26.0,-78.85,2.0
2020-08-28,26.9676,32.0253,27.0,-78.85,2.0
2020-08-28,26.9668,32.0324,28.0,-78.85,2.0
2020-08-28,26.9688,32.0323,29.0,-78.85,2.0
2020-08-28,26.9679,32.0359,30.0,-78.85,2.0
2020-08-28,26.9653,32.042,31.0,-78.85,2.0
2020-08-28,26.9623,32.0443,32.0,-78.85,2.0
2020-08-28,26.956,32.0459,33.0,-78.85,2.0
2020-08-28,26.9256,32.0665,34.0,-78.85,2.0
2020-08-28,26.8483,32.0773,35.0,-78.85,2.0
2020-08-28,26.7258,32.0966,36.0,-78.85,2.0
2020-08-28,26.6192,32.1413,37.0,-78.85,2.0
2020-08-28,26.5664,32.1506,38.0,-78.85,2.0
2020-08-28,26.4966,32.0901,39.0,-78.85,2.0
2020-08-28,26.2349,32.0852,40.0,-78.85,2.0
2020-08-28,25.8031,32.0804,41.0,-78.85,2.0
2020-08-28,25.0323,32.2906,42.0,-78.85,2.0
2020-08-28,24.4515,32.5909,43.0,-78.85,2.0
2020-08-28,23.7179,32.206,44.0,-78.85,2.0
2020-08-28,21.5041,32.1892,45.0,-78.85,2.0
2020-08-28,18.3222,33.2503,46.0,-78.85,2.0
2020-08-28,16.3813,34.5029,47.0,-78.85,2.0
2020-08-28,15.8869,34.8392,48.0,-78.85,2.0
2020-08-28,15.6766,34.9649,49.0,-78.85,2.0
2020-08-28,15.611,34.9958,50.0,-78.85,2.0
2020-08-28,15.5781,35.0052,51.0,-78.85,2.0
2020-08-28,15.5572,35.0029,52.0,-78.85,2.0
2020-08-28,15.5338,35.0063,53.0,-78.85,2.0
2020-08-28,15.5182,35.0062,54.0,-78.85,2.0
2020-08-28,15.494,34.9662,55.0,-78.85,2.0
2020-08-28,15.4218,34.955,56.0,-78.85,2.0
2020-08-28,15.3403,34.9375,57.0,-78.85,2.0
2020-08-28,15.2489,34.949,58.0,-78.85,2.0
2020-08-28,15.1768,34.9687,59.0,-78.85,2.0
2020-08-28,15.1342,34.97,60.0,-78.85,2.0
2020-08-28,15.0973,34.9771,61.0,-78.85,2.0
2020-08-28,15.0776,34.9798,62.0,-78.85,2.0
2020-08-28,15.0536,34.9701,63.0,-78.85,2.0
2020-08-28,15.0274,34.9783,64.0,-78.85,2.0
2020-08-28,15.0146,34.9823,65.0,-78.85,2.0
2020-08-28,15.0002,34.9541,66.0,-78.85,2.0
2020-08-28,14.9514,34.9452,67.0,-78.85,2.0
2020-08-28,14.9042,34.968,68.0,-78.85,2.0
2020-08-28,14.8881,34.964,69.0,-78.85,2.0
2020-08-28,14.8639,34.9595,70.0,-78.85,2.0
2020-08-28,14.8421,34.9589,71.0,-78.85,2.0
2020-08-28,14.8148,34.9469,72.0,-78.85,2.0
2020-08-28,14.7721,34.9354,73.0,-78.85,2.0
2020-08-28,14.7265,34.9519,74.0,-78.85,2.0
2020-08-28,14.7059,34.946,75.0,-78.85,2.0
2020-08-28,14.6561,34.9016,76.0,-78.85,2.0
2020-08-28,14.5658,34.9006,77.0,-78.85,2.0
2020-08-28,14.4865,34.911,78.0,-78.85,2.0
2020-08-28,14.4331,34.9348,79.0,-78.85,2.0
2020-08-28,14.4151,34.9996,80.0,-78.85,2.0
2020-09-15,27.0383,30.7057,1.0,-78.85,2.0
2020-09-15,27.0734,30.8666,2.0,-78.85,2.0
2020-09-15,27.0895,30.8715,3.0,-78.85,2.0
2020-09-15,27.0865,30.8681,4.0,-78.85,2.0
2020-09-15,27.0911,30.8699,5.0,-78.85,2.0
2020-09-15,27.0945,30.8661,6.0,-78.85,2.0
2020-09-15,27.0911,30.8659,7.0,-78.85,2.0
2020-09-15,27.0894,30.8667,8.0,-78.85,2.0
2020-09-15,27.0889,30.8669,9.0,-78.85,2.0
