Time,Lat,Long,SST,SSH,SS
2021-01-29 00:00:00.0000000,2,-78.83333588,27.067568,0.2987762,30.564287
2021-01-30 00:00:00.0000000,2,-78.83333588,26.940855,0.30762658,30.166021
2021-01-31 00:00:00.0000000,2,-78.83333588,27.385448,0.3027436,29.558702
2021-02-01 00:00:00.0000000,2,-78.83333588,27.993378,0.2822962,29.717398
2021-02-02 00:00:00.0000000,2,-78.83333588,27.867397,0.26367992,30.123295
2021-02-03 00:00:00.0000000,2,-78.83333588,27.788292,0.24658956,30.292673
2021-02-04 00:00:00.0000000,2,-78.83333588,27.956022,0.2764977,30.318613
2021-02-05 00:00:00.0000000,2,-78.83333588,27.745079,0.29358807,30.719933
2021-02-06 00:00:00.0000000,2,-78.83333588,27.441114,0.27863398,30.823694
2021-02-07 00:00:00.0000000,2,-78.83333588,27.772179,0.24689475,30.179754
2021-02-08 00:00:00.0000000,2,-78.83333588,27.750206,0.23255104,29.91577
2021-02-09 00:00:00.0000000,2,-78.83333588,27.285103,0.27375102,30.784021
2021-02-10 00:00:00.0000000,2,-78.83333588,27.702597,0.28778955,30.520035
2021-02-11 00:00:00.0000000,2,-78.83333588,28.14719,0.2743614,30.156866
2021-02-12 00:00:00.0000000,2,-78.83333588,28.257057,0.2395703,29.708242
2021-02-13 00:00:00.0000000,2,-78.83333588,28.23069,0.22675252,29.528183
2021-02-14 00:00:00.0000000,2,-78.83333588,28.41966,0.22888882,29.821161
2021-02-15 00:00:00.0000000,2,-78.83333588,28.552965,0.22400586,29.963072
2021-02-16 00:00:00.0000000,2,-78.83333588,28.616688,0.2230903,30.536821
2021-02-17 00:00:00.0000000,2,-78.83333588,28.60204,0.22461623,30.849636
2021-02-18 00:00:00.0000000,2,-78.83333588,28.305399,0.24262215,31.138035
2021-02-19 00:00:00.0000000,2,-78.83333588,28.287086,0.25696585,30.480362
2021-02-20 00:00:00.0000000,2,-78.83333588,28.573473,0.26856288,29.943235
2021-02-21 00:00:00.0000000,2,-78.83333588,28.658436,0.24811548,29.412214
2021-02-22 00:00:00.0000000,2,-78.83333588,28.38963,0.23987548,29.441206
2021-02-23 00:00:00.0000000,2,-78.83333588,28.19187,0.24475844,30.391857
2021-02-24 00:00:00.0000000,2,-78.83333588,28.366192,0.25849178,31.351665
2021-02-25 00:00:00.0000000,2,-78.83333588,28.41966,0.24750511,31.03885
2021-02-26 00:00:00.0000000,2,-78.83333588,28.115696,0.24231696,31.556139
2021-02-27 00:00:00.0000000,2,-78.83333588,28.111301,0.25879696,30.516983
2021-02-28 00:00:00.0000000,2,-78.83333588,28.319315,0.25482956,30.269783
2021-03-01 00:00:00.0000000,2,-78.83333588,27.76632,0.2560503,29.921873
2021-03-02 00:00:00.0000000,2,-78.83333588,27.73629,0.22949919,29.311502
2021-03-03 00:00:00.0000000,2,-78.83333588,28.108372,0.20599994,29.486984
2021-03-04 00:00:00.0000000,2,-78.83333588,28.353008,0.2029481,29.511398
2021-03-05 00:00:00.0000000,2,-78.83333588,28.533188,0.18555254,28.905605
2021-03-06 00:00:00.0000000,2,-78.83333588,28.705313,0.16266365,28.620258
2021-03-07 00:00:00.0000000,2,-78.83333588,28.757317,0.16602069,28.093815
2021-03-08 00:00:00.0000000,2,-78.83333588,28.347881,0.15686513,27.068392
2021-03-09 00:00:00.0000000,2,-78.83333588,27.96701,0.15594958,27.561266
2021-03-10 00:00:00.0000000,2,-78.83333588,27.816126,0.1739555,29.12534
2021-03-11 00:00:00.0000000,2,-78.83333588,27.847622,0.18097477,29.685354
2021-03-12 00:00:00.0000000,2,-78.83333588,28.450422,0.17548142,29.622791
2021-03-13 00:00:00.0000000,2,-78.83333588,28.605701,0.17975402,29.60448
2021-03-14 00:00:00.0000000,2,-78.83333588,28.63866,0.21362957,30.809961
2021-03-15 00:00:00.0000000,2,-78.83333588,28.472397,0.23316142,31.06479
2021-03-16 00:00:00.0000000,2,-78.83333588,28.421858,0.2313303,30.92288
2021-03-17 00:00:00.0000000,2,-78.83333588,28.432844,0.23163548,31.249428
2021-03-18 00:00:00.0000000,2,-78.83333588,28.286354,0.22888882,31.470688
2021-03-19 00:00:00.0000000,2,-78.83333588,28.303202,0.22461623,31.006805
2021-03-20 00:00:00.0000000,2,-78.83333588,28.574205,0.23529771,30.939665
2021-03-21 00:00:00.0000000,2,-78.83333588,28.826899,0.23285623,30.419325
